PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE
Condo/Co-op,333 Vincellette St #22,Bridgeport,CT,6606,110000,1,1,882,0,1968,286,http://www.redfin.com/CT/Bridgeport/333-Vincellette-St-06606/unit-22/home/107052922,41.2152002,-73.2190007
Condo/Co-op,"49 Court A, Bldg. 7 Ct Unit 49C",Bridgeport,CT,6610,21000,1,1,400,0,1942,478,http://www.redfin.com/CT/Bridgeport/49-Court-A-06610/unit-49C/home/170484541,41.1974889,-73.1579724
Condo/Co-op,29 Cole St #29,Bridgeport,CT,6604,69900,2,1,750,0,1917,374,http://www.redfin.com/CT/Bridgeport/29-Cole-St-06604/unit-29/home/169153427,41.1656701,-73.1988106
Condo/Co-op,300 Success Ave Unit 90-11,Bridgeport,CT,6610,24900,2,1,950,0,1943,500,http://www.redfin.com/CT/Bridgeport/300-Success-Ave-06610/unit-90-11/home/160451268,41.1969764,-73.1571101
Condo/Co-op,2660 North Ave #216,Bridgeport,CT,6604,154900,2,1.5,1138,0,1992,325,http://www.redfin.com/CT/Bridgeport/2660-North-Ave-06604/unit-216/home/107049336,41.1774473,-73.2208201
Condo/Co-op,333 Vincellette St #48,Bridgeport,CT,6606,160000,2,1.5,1108,0,1968,345,http://www.redfin.com/CT/Bridgeport/333-Vincellette-St-06606/unit-48/home/107044207,41.2152002,-73.2190007
Single Family Residential,3 Goshen St,Hartford,CT,6106,149900,3,1,1168,7405,1920,0,http://www.redfin.com/CT/Hartford/3-Goshen-St-06106/home/54157250,41.7320903,-72.7109659
Single Family Residential,49 Bannister St,Hartford,CT,6106,138350,2,1,1015,7840,1940,0,http://www.redfin.com/CT/Hartford/49-Bannister-St-06106/home/54144432,41.7468428,-72.7017587
Condo/Co-op,715 Frenchtown Rd #46,Bridgeport,CT,6606,155000,2,1.5,1800,0,1971,275,http://www.redfin.com/CT/Bridgeport/715-Frenchtown-Rd-06606/unit-46/home/107060702,41.2260815,-73.2111742
Condo/Co-op,58 Patricia Rd Unit J,Bridgeport,CT,6606,189900,2,1.5,1275,0,1972,259,http://www.redfin.com/CT/Bridgeport/58-Patricia-Rd-06606/unit-J/home/107052517,41.2166381,-73.2267441
Condo/Co-op,2660 North Ave #204,Bridgeport,CT,6604,164999,2,1.5,1138,0,1992,325,http://www.redfin.com/CT/Bridgeport/2660-North-Ave-06604/unit-204/home/107057345,41.1774473,-73.2208201
Condo/Co-op,84 Lance Cir #84,Bridgeport,CT,6606,219900,2,2,1527,0,1983,254,http://www.redfin.com/CT/Bridgeport/84-Lance-Cir-06606/unit-84/home/172577118,41.2270271,-73.233697
Single Family Residential,107 Montville St,Hartford,CT,6120,125000,3,1,864,6098,1952,0,http://www.redfin.com/CT/Hartford/107-Montville-St-06120/home/54156733,41.7959407,-72.669003
Condo/Co-op,3250 Fairfield Ave #218,Bridgeport,CT,6605,199000,2,2,1145,0,2006,264,http://www.redfin.com/CT/Bridgeport/3250-Fairfield-Ave-06605/unit-218/home/107048233,41.1556587,-73.232628
Condo/Co-op,3250 Fairfield Ave #312,Bridgeport,CT,6605,199000,2,2,1145,0,2006,265,http://www.redfin.com/CT/Bridgeport/3250-Fairfield-Ave-06605/unit-312/home/107035091,41.1556587,-73.232628
Single Family Residential,37 Tredeau St,Hartford,CT,6114,179900,3,1,1564,5662,1915,0,http://www.redfin.com/CT/Hartford/37-Tredeau-St-06114/home/54148182,41.7290564,-72.675839
Single Family Residential,841 New Britain Ave,Hartford,CT,6106,129900,3,1,1144,4356,1920,0,http://www.redfin.com/CT/Hartford/841-New-Britain-Ave-06106/home/54144109,41.7321057,-72.7109746
Condo/Co-op,3200 Park Ave Unit 8B1,Bridgeport,CT,6604,189900,2,2,1686,0,1974,794,http://www.redfin.com/CT/Bridgeport/8-Park-Ave-06604/unit-8B1/home/107035462,41.1632964,-73.1894991
Condo/Co-op,7 Riverview Dr #7,Bridgeport,CT,6606,179999,2,2,1139,0,1974,278,http://www.redfin.com/CT/Bridgeport/7-Riverview-Dr-06606/unit-7/home/172523580,41.2126127,-73.2233398
Condo/Co-op,980 Lindley St Unit 207G,Bridgeport,CT,6606,165000,2,2,935,0,1987,313,http://www.redfin.com/CT/Bridgeport/980-Lindley-St-06606/unit-207G/home/107046181,41.2033708,-73.199945
Condo/Co-op,3200 Park Ave Unit 8B2,Bridgeport,CT,6604,159000,2,2,1686,0,1974,783,http://www.redfin.com/CT/Bridgeport/8-Park-Ave-06604/unit-8B2/home/107064815,41.1632964,-73.1894991
Single Family Residential,708 Center St,Manchester,CT,6040,199900,3,1,1264,7405,1940,0,http://www.redfin.com/CT/Manchester/708-Center-St-06040/home/53870433,41.7759821,-72.5506835
Condo/Co-op,2625 Park Ave Unit 10N,Bridgeport,CT,6604,149900,2,2,1128,0,1964,699,http://www.redfin.com/CT/Bridgeport/2625-Park-Ave-06604/unit-10N/home/107036536,41.1932295,-73.2167747
Single Family Residential,1 W Carter St,Manchester,CT,6040,209000,4,1,1152,23958,1954,0,http://www.redfin.com/CT/Manchester/1-Carter-St-06040/home/53859991,41.7673804,-72.4795111
Single Family Residential,55 Farm Dr,Manchester,CT,6040,269900,3,1,1260,100187,1900,0,http://www.redfin.com/CT/Manchester/55-Farm-Dr-06040/home/53861585,41.7611552,-72.5359257
Single Family Residential,293 Spring St,Manchester,CT,6040,179900,2,1,1232,30056,1953,0,http://www.redfin.com/CT/Manchester/293-Spring-St-06040/home/53873398,41.7598319,-72.5074725
Single Family Residential,41 Spring St,Milford,CT,6460,234900,3,1,1206,4791,1914,0,http://www.redfin.com/CT/Milford/41-Spring-St-06460/home/53910036,41.1999551,-73.1032644
Condo/Co-op,50 Greenhouse Rd Unit 57D,Bridgeport,CT,6606,152900,2,2,1297,0,1972,318,http://www.redfin.com/CT/Bridgeport/50-Greenhouse-Rd-06606/unit-57D/home/107062634,41.2192422,-73.2220066
Single Family Residential,27 Lawrence Ave,Milford,CT,6460,350000,3,1,1408,2613,1928,6,http://www.redfin.com/CT/Milford/27-Lawrence-Ave-06460/home/53924782,41.2060376,-73.0374454
Single Family Residential,26 Rogers Ave,Milford,CT,6460,499000,2,1,1268,37897,1948,0,http://www.redfin.com/CT/Milford/26-Rogers-Ave-06460/home/53915461,41.2153125,-73.0577526
Single Family Residential,40 Oronoque Rd,Milford,CT,6461,299700,3,1,1042,8276,1948,0,http://www.redfin.com/CT/Milford/40-Oronoque-Rd-06461/home/53919201,41.2318515,-73.0730164
Condo/Co-op,3200 Park Ave Unit 2D2,Bridgeport,CT,6604,135000,2,2,1686,0,1974,737,http://www.redfin.com/CT/Bridgeport/3200-Park-Ave-06604/unit-2D2/home/107040042,41.2013192,-73.2203257
Single Family Residential,171 Clark Hill Rd,Milford,CT,6460,334900,4,1,1728,12196,1955,0,http://www.redfin.com/CT/Milford/171-Clark-Hill-Rd-06460/home/53917537,41.2217454,-73.0233016
Single Family Residential,31 Cindy Cir,Milford,CT,6460,344900,3,1,1487,9583,1953,0,http://www.redfin.com/CT/Milford/31-Cindy-Cir-06460/home/53916994,41.2224532,-73.0416236
Single Family Residential,53 Fairfield St,Milford,CT,6460,289000,4,1,1560,10890,1930,0,http://www.redfin.com/CT/Milford/53-Fairfield-St-06460/home/53923374,41.2000778,-73.0945406
Single Family Residential,38 Atwater St,Milford,CT,6460,409900,3,1,1128,3920,1937,0,http://www.redfin.com/CT/Milford/38-Atwater-St-06460/home/53912557,41.2062516,-73.0159334
Condo/Co-op,3200 Park Ave Unit 11F1,Bridgeport,CT,6604,540000,3,2,2355,0,1974,1077,http://www.redfin.com/CT/Bridgeport/11-Park-Ave-06604/unit-11F1/home/107046424,41.1631291,-73.1899034
Condo/Co-op,820 Seaview Ave #4,Bridgeport,CT,6607,244900,2,2.5,1400,0,2020,150,http://www.redfin.com/CT/Bridgeport/820-Seaview-Ave-06607/unit-4/home/172610630,41.1749894,-73.1717928
Condo/Co-op,345 Red Oak Ln #345,Bridgeport,CT,6606,190000,2,2.5,1165,0,1984,267,http://www.redfin.com/CT/Bridgeport/345-Red-Oak-Ln-06606/unit-345/home/172596609,41.2273154,-73.1992734
Condo/Co-op,810 Seaview Ave #2,Bridgeport,CT,6607,244900,2,2.5,1400,0,2020,150,http://www.redfin.com/CT/Bridgeport/810-Seaview-Ave-06607/unit-2/home/172490788,41.1748983,-73.1717505
Single Family Residential,49 Crescent Dr,Milford,CT,6460,359000,4,1,2060,6969,1954,0,http://www.redfin.com/CT/Milford/49-Crescent-Dr-06460/home/53908646,41.1965274,-73.1092236
Single Family Residential,50 Berwyn St,Milford,CT,6461,279000,3,1,1505,3920,1920,0,http://www.redfin.com/CT/Milford/50-Berwyn-St-06461/home/53910988,41.2045476,-73.1010513
Single Family Residential,44 Windy Hill Rd,Milford,CT,6461,239000,3,1,1512,6098,1960,0,http://www.redfin.com/CT/Milford/44-Windy-Hill-Rd-06461/home/53912294,41.2127351,-73.1012285
Single Family Residential,13 East Ave,Milford,CT,6460,299500,1,1,720,4791,1925,0,http://www.redfin.com/CT/Milford/13-East-Ave-06460/home/53914515,41.2100479,-73.0294819
Condo/Co-op,2675 Park Ave #16,Bridgeport,CT,6604,284900,2,2.5,2289,0,1984,480,http://www.redfin.com/CT/Bridgeport/2675-Park-Ave-06604/unit-16/home/107043250,41.1937805,-73.2174637
Condo/Co-op,750 Seaview Ave Unit 750-2,Bridgeport,CT,6607,199000,2,2.5,1200,0,2007,150,http://www.redfin.com/CT/Bridgeport/750-Seaview-Ave-06607/unit-750-2/home/172503524,41.1737892,-73.1712835
Single Family Residential,10 Daggett St,Milford,CT,6460,259000,2,1,896,3049,1900,0,http://www.redfin.com/CT/Milford/10-Daggett-St-06460/home/53914367,41.2101628,-73.0310616
Single Family Residential,41 Carroll St,New Britain,CT,6053,169900,3,1,1152,6534,1954,0,http://www.redfin.com/CT/New-Britain/41-Carroll-St-06053/home/53891263,41.693428,-72.7892064
Condo/Co-op,98 Valley Rd #4,Cos Cob,CT,6807,579000,2,1,1356,0,1930,0,http://www.redfin.com/CT/Cos-Cob/98-Valley-Rd-06807/unit-4/home/107016528,41.0447649,-73.5907106
Condo/Co-op,453 E Putnam Ave Unit 4D,Cos Cob,CT,6807,595000,2,2,1368,0,1991,363,http://www.redfin.com/CT/Cos-Cob/453-E-Putnam-Ave-06807/unit-4D/home/107023423,41.0399088,-73.5947689
Condo/Co-op,9 River Rd #403,Cos Cob,CT,6807,575000,2,2,1125,0,1979,0,http://www.redfin.com/CT/Cos-Cob/9-River-Rd-06807/unit-403/home/107031340,41.0341995,-73.5960536
Condo/Co-op,53 Bible St #4,Cos Cob,CT,6807,649000,2,2.5,1400,0,1987,40,http://www.redfin.com/CT/Cos-Cob/53-Bible-St-06807/unit-4/home/107031182,41.0453932,-73.5956864
Single Family Residential,157 West St,New Haven,CT,6519,124900,3,1,1080,3484,1900,0,http://www.redfin.com/CT/New-Haven/157-West-St-06519/home/54290778,41.2986064,-72.9416553
Single Family Residential,179 Kneeland Rd,New Haven,CT,6512,270000,2,1,1144,11325,1924,0,http://www.redfin.com/CT/New-Haven/179-Kneeland-Rd-06512/home/54277395,41.2774232,-72.8970764
Condo/Co-op,163 South St #77,Danbury,CT,6810,139900,2,1,850,0,1985,239,http://www.redfin.com/CT/Danbury/163-South-St-06810/unit-77/home/106988742,41.3853162,-73.4461547
Condo/Co-op,166 Old Brookfield Rd Unit 1A4,Danbury,CT,6811,133000,1,1,898,0,1984,383,http://www.redfin.com/CT/Danbury/166-Old-Brookfield-Rd-06811/unit-1A4/home/106996879,41.421318,-73.421958
Condo/Co-op,25 Kohanza St #25,Danbury,CT,6811,139900,2,1,960,0,1949,231,http://www.redfin.com/CT/Danbury/25-Kohanza-St-06811/unit-25/home/172672654,41.4025255,-73.4667605
Condo/Co-op,14 Scuppo Rd Unit G6,Danbury,CT,6811,164900,2,1,918,0,1973,305,http://www.redfin.com/CT/Danbury/14-Scuppo-Rd-06811/unit-G6/home/172648229,41.3907017,-73.4795234
Condo/Co-op,7 Padanaram Rd #210,Danbury,CT,6811,120000,1,1,604,0,1976,199,http://www.redfin.com/CT/Danbury/7-Padanaram-Rd-06811/unit-210/home/172626570,41.4164547,-73.4586156
Condo/Co-op,14 Scuppo Rd Unit G8,Danbury,CT,6811,169900,2,1,918,0,1973,305,http://www.redfin.com/CT/Danbury/14-Scuppo-Rd-06811/unit-G8/home/144523753,41.3906884,-73.4794708
Condo/Co-op,14 Newtown Rd Unit B11,Danbury,CT,6810,129900,1,1,868,0,1984,278,http://www.redfin.com/CT/Danbury/14-Newtown-Rd-06810/unit-B11/home/106998465,41.3999662,-73.4294268
Condo/Co-op,55 Cross St Unit D1,Danbury,CT,6810,155000,1,1,600,0,1984,170,http://www.redfin.com/CT/Danbury/55-Cross-St-06810/unit-D1/home/106987789,41.3951954,-73.4286591
Condo/Co-op,51 Park Ave Unit 6-97,Danbury,CT,6810,159000,2,1,701,0,1960,377,http://www.redfin.com/CT/Danbury/51-Park-Ave-06810/unit-6-97/home/172267165,41.3878357,-73.462593
Condo/Co-op,166 Old Brookfield Rd Unit 14-3,Danbury,CT,6811,165000,1,1,898,0,1984,381,http://www.redfin.com/CT/Danbury/166-Old-Brookfield-Rd-06811/unit-14-3/home/172489363,41.42026,-73.4241341
Condo/Co-op,151 Shelter Rock Rd #26,Danbury,CT,6810,209900,1,1,1150,0,1985,154,http://www.redfin.com/CT/Danbury/151-Shelter-Rock-Rd-06810/unit-26/home/107001157,41.396979,-73.414693
Condo/Co-op,25 Padanaram Rd #28,Danbury,CT,6811,135000,1,1,735,0,1979,251,http://www.redfin.com/CT/Danbury/25-Padanaram-Rd-06811/unit-28/home/106982843,41.4181515,-73.4609414
Single Family Residential,239 Hartford Ave,Newington,CT,6111,194900,2,1,1096,7840,1955,0,http://www.redfin.com/CT/Newington/239-Hartford-Ave-06111/home/54039927,41.7175898,-72.7174593
Single Family Residential,144 Reservoir Rd,Newington,CT,6111,219000,3,1,1148,19602,1953,0,http://www.redfin.com/CT/Newington/144-Reservoir-Rd-06111/home/54041573,41.7158067,-72.749222
Single Family Residential,44 Forest Dr,Newtown,CT,6482,215000,3,1,1215,12632,1940,0,http://www.redfin.com/CT/Sandy-Hook/44-Forest-Dr-06482/home/107623863,41.427533,-73.2442502
Single Family Residential,8 Mohawk Trl,Newtown,CT,6482,114900,1,1,768,6534,1954,23,http://www.redfin.com/CT/Sandy-Hook/8-Mohawk-Trl-06482/home/107643600,41.4276108,-73.2199074
Single Family Residential,77 Waterview Dr,Newtown,CT,6482,224000,3,1,1187,5227,1956,0,http://www.redfin.com/CT/Sandy-Hook/77-Waterview-Dr-06482/home/107632973,41.4378856,-73.245505
Single Family Residential,8 Arthur Rd,North Branford,CT,6471,239900,4,1,1075,13939,1950,0,http://www.redfin.com/CT/North-Branford/8-Arthur-Rd-06471/home/54139226,41.3305357,-72.804222
Single Family Residential,68 MILL Rd,North Branford,CT,6471,259900,3,1,1020,21344,1956,0,http://www.redfin.com/CT/North-Branford/68-Mill-Rd-06471/home/54139437,41.3398295,-72.8101657
Condo/Co-op,14 Newtown Rd Unit B29,Danbury,CT,6810,149900,1,1,1415,0,1984,308,http://www.redfin.com/CT/Danbury/14-Newtown-Rd-06810/unit-B29/home/106996439,41.3999662,-73.4294268
Condo/Co-op,4 Farview Ave #15,Danbury,CT,6810,124900,1,1,507,0,1969,150,http://www.redfin.com/CT/Danbury/4-Farview-Ave-06810/unit-15/home/106990144,41.3996543,-73.4620989
Single Family Residential,5 Allen Rd,Norwalk,CT,6851,372850,2,1,1298,13939,1950,0,http://www.redfin.com/CT/Norwalk/5-Allen-Rd-06851/home/107856577,41.135595,-73.4009621
Condo/Co-op,15 Scuppo Rd #903,Danbury,CT,6811,260000,2,1.5,1350,0,2005,375,http://www.redfin.com/CT/Danbury/15-Scuppo-Rd-06811/unit-903/home/106988062,41.3909009,-73.4842884
Condo/Co-op,19 Crown St #3,Danbury,CT,6810,289900,3,1.5,1488,0,2006,225,http://www.redfin.com/CT/Danbury/19-Crown-St-06810/unit-3/home/106988808,41.4023046,-73.4359199
Condo/Co-op,14 South St #6,Danbury,CT,6810,270000,2,1.5,1410,0,1994,270,http://www.redfin.com/CT/Danbury/14-South-St-06810/unit-6/home/106989739,41.3835297,-73.425615
Condo/Co-op,160 Shelter Rock Rd #10,Danbury,CT,6810,234999,2,1.5,1330,0,2003,265,http://www.redfin.com/CT/Danbury/160-Shelter-Rock-Rd-06810/unit-10/home/107001704,41.3957556,-73.4121677
Condo/Co-op,41 Tamarack Ave #105,Danbury,CT,6811,269900,2,1.5,1270,0,1994,260,http://www.redfin.com/CT/Danbury/41-Tamarack-Ave-06811/unit-105/home/106999839,41.416037,-73.4507185
Condo/Co-op,12 Bergh St #2,Danbury,CT,6810,199900,2,1.5,1096,0,1989,170,http://www.redfin.com/CT/Danbury/12-Bergh-St-06810/unit-2/home/106987806,41.3949853,-73.474541
Condo/Co-op,5 Ellsworth Ave Unit D,Danbury,CT,6810,175000,2,1.5,1000,0,1984,392,http://www.redfin.com/CT/Danbury/5-Ellsworth-Ave-06810/unit-D/home/106982972,41.401118,-73.451656
Single Family Residential,29 Pocono Point Rd #29,Danbury,CT,6810,119000,3,1.5,924,0,2014,535,http://www.redfin.com/CT/Danbury/29-Pocono-Point-Rd-06811/unit-29/home/172356442,41.4602819,-73.4344113
Condo/Co-op,16 Scuppo Rd Unit E-10,Danbury,CT,6811,165000,2,1.5,1000,0,1973,305,http://www.redfin.com/CT/Danbury/16-Scuppo-Rd-06811/unit-E-10/home/171030452,41.391097,-73.482496
Single Family Residential,46 Kenosia Ave #30,Danbury,CT,6810,98500,2,1.5,910,0,2010,425,http://www.redfin.com/CT/Danbury/46-Kenosia-Ave-06810/unit-30/home/106983959,41.3775992,-73.4911238
Condo/Co-op,23 Scuppo Rd Unit 1-12,Danbury,CT,6811,179000,2,1.5,1142,0,2006,225,http://www.redfin.com/CT/Danbury/23-Scuppo-Rd-06811/unit-1-12/home/106989311,41.3914033,-73.4805163
Condo/Co-op,16 Hayestown Rd Unit A101,Danbury,CT,6811,435000,2,2,1591,0,2006,496,http://www.redfin.com/CT/Danbury/16-Hayestown-Rd-06811/unit-A101/home/107005501,41.4224663,-73.4541773
Condo/Co-op,328 Center Meadow Ln,Danbury,CT,6810,375000,2,2,1330,0,2018,343,http://www.redfin.com/CT/Danbury/328-Center-Meadow-Ln-06810/home/110022969,41.3873284,-73.528954
Single Family Residential,3 Royal Pine Dr,Danbury,CT,6811,369000,3,2,1716,0,1971,0,http://www.redfin.com/CT/Danbury/3-Royal-Pine-Dr-06811/home/106994288,41.4293186,-73.4279427
Single Family Residential,1 Locust St,Norwalk,CT,6855,399000,3,1,984,6534,1924,0,http://www.redfin.com/CT/Norwalk/1-Locust-St-06855/home/107864296,41.1049218,-73.397979
Condo/Co-op,727 Center Meadow Ln #727,Danbury,CT,6810,369000,2,2,1330,0,2017,335,http://www.redfin.com/CT/Danbury/727-Center-Meadow-Ln-06810/unit-727/home/172283536,41.387812,-73.528842
Condo/Co-op,1 Rivington Way #205,Danbury,CT,6810,339000,2,2,1190,0,2007,432,http://www.redfin.com/CT/Danbury/1-Rivington-Rd-06810/unit-205/home/106987413,41.3891659,-73.5260294
Condo/Co-op,16 Hayestown Rd Unit C104,Danbury,CT,6811,499000,2,2,1603,0,2006,545,http://www.redfin.com/CT/Danbury/16-Hayestown-Rd-06811/unit-C104/home/106988059,41.4224663,-73.4541773
Condo/Co-op,16 Hayestown Rd #4206,Danbury,CT,6811,560000,2,2,1591,0,2006,541,http://www.redfin.com/CT/Danbury/16-Hayestown-Rd-06811/unit-4206/home/145547502,41.4224663,-73.4541773
Single Family Residential,271 Peck Ln,Orange,CT,6477,450000,3,1,1396,174240,1955,0,http://www.redfin.com/CT/Orange/271-Peck-Ln-06477/home/53947822,41.2516312,-73.0156086
Condo/Co-op,16 Hayestown Rd Unit D301,Danbury,CT,6811,575000,2,2,1691,0,2006,506,http://www.redfin.com/CT/Danbury/16-Hayestown-Rd-06811/unit-D301/home/106987458,41.4224663,-73.4541773
Single Family Residential,233 Great Hill Rd,Ridgefield,CT,6877,399000,2,1,1300,19166,1954,0,http://www.redfin.com/CT/Ridgefield/233-Great-Hill-Rd-06877/home/53649163,41.3247722,-73.4845173
Single Family Residential,30 Rustic Rd,Ridgefield,CT,6877,275000,3,1,1008,11761,1961,0,http://www.redfin.com/CT/Ridgefield/30-Rustic-Rd-06877/home/53648800,41.332583,-73.4870488
Condo/Co-op,129 Brentwood Cir #32,Danbury,CT,6810,451995,2,2.5,1673,0,2020,342,http://www.redfin.com/CT/Danbury/129-Brentwood-Cir-06810/unit-32/home/172679608,41.3847336,-73.5244962
Condo/Co-op,185 Brentwood Cir #185,Danbury,CT,6810,498500,3,2.5,2103,0,2020,342,http://www.redfin.com/CT/Danbury/185-Brentwood-Cir-06810/unit-185/home/172670342,41.3856923,-73.5263194
Condo/Co-op,18 Putnam Ln #18,Danbury,CT,6810,475000,3,2.5,2275,0,2018,341,http://www.redfin.com/CT/Danbury/18-Putnam-Ln-06810/unit-18/home/172669851,41.3864766,-73.5233694
Single Family Residential,235 Peaceable St,Ridgefield,CT,6877,380000,3,1,1170,6534,1900,0,http://www.redfin.com/CT/Ridgefield/235-Peaceable-St-06877/home/53646483,41.2724724,-73.5202657
Condo/Co-op,55 Brentwood Cir #69,Danbury,CT,6810,488895,2,2.5,1673,0,2020,342,http://www.redfin.com/CT/Danbury/55-Brentwood-Cir-06810/unit-69/home/172659720,41.3838966,-73.5273455
Condo/Co-op,170 Warrington Round #170,Danbury,CT,6810,424900,3,2.5,1750,0,2011,432,http://www.redfin.com/CT/Danbury/170-Warrington-Round-06810/unit-170/home/172648240,41.3887789,-73.5373381
Single Family Residential,24 Totem Trl,Shelton,CT,6484,229900,3,1,1226,8712,1945,0,http://www.redfin.com/CT/Shelton/24-Totem-Trl-06484/home/107180733,41.266562,-73.098792
Condo/Co-op,9 Brinscall Ct,Danbury,CT,6810,395000,2,2.5,1703,0,2007,432,http://www.redfin.com/CT/Danbury/9-Brinscall-Ct-06810/home/106987821,41.3863298,-73.536582
Condo/Co-op,29 Brentwood Cir #82,Danbury,CT,6810,471995,2,2.5,1673,0,2020,342,http://www.redfin.com/CT/Danbury/29-Brentwood-Cir-06810/unit-82/home/172602103,41.3843575,-73.527274
Single Family Residential,77 Lakeview Ave,Shelton,CT,6484,215000,2,1,986,4791,1958,0,http://www.redfin.com/CT/Shelton/77-Lakeview-Ave-06484/home/107193368,41.3223357,-73.1038061
Condo/Co-op,133 Brentwood Cir #30,Danbury,CT,6810,457495,3,2.5,1673,0,2020,342,http://www.redfin.com/CT/Danbury/133-Brentwood-Cir-06810/unit-30/home/172601938,41.3848537,-73.5244783
Condo/Co-op,28 Brentwood Cir #163,Danbury,CT,6810,426995,2,2.5,1673,0,2020,342,http://www.redfin.com/CT/Danbury/28-Brentwood-Cir-06810/unit-163/home/172601868,41.3846273,-73.5249307
Condo/Co-op,81 Park Ave #1303,Danbury,CT,6810,219900,3,2.5,1385,0,1974,372,http://www.redfin.com/CT/Danbury/81-95-Park-Ave-06810/unit-1303/home/107003920,41.3881594,-73.4630825
Single Family Residential,16 Upper Birchbank Rd,Shelton,CT,6484,184900,2,1,1388,6534,1925,0,http://www.redfin.com/CT/Shelton/16-Birchbank-Rd-06484/home/107179536,41.374183,-73.155331
Condo/Co-op,103 Sienna Dr #103,Danbury,CT,6810,289900,2,2.5,1665,0,2004,346,http://www.redfin.com/CT/Danbury/103-Sienna-Dr-06810/unit-103/home/172551948,41.397334,-73.416263
Condo/Co-op,4 Country View Rd #4,Danbury,CT,6810,599900,3,2.5,2277,0,2014,343,http://www.redfin.com/CT/Danbury/4-Country-View-Rd-06810/unit-4/home/172550993,41.3891228,-73.5268796
