PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),LATITUDE,LONGITUDE
Single Family Residential,500 Ridge Rd,Orange,CT,6477,344900,3,1.5,1732,35283,1953,0,http://www.redfin.com/CT/Orange/500-Ridge-Rd-06477/home/53948246,41.2715002,-73.0395362
Single Family Residential,576 Racebrook Rd,Orange,CT,6477,325000,2,1.5,1668,43560,1953,0,http://www.redfin.com/CT/Orange/576-Racebrook-Rd-06477/home/53950124,41.2849793,-73.0113663
Single Family Residential,221 Ramapoo Rd,Ridgefield,CT,6877,535000,2,1.5,1488,34848,1850,0,http://www.redfin.com/CT/Ridgefield/221-Ramapoo-Rd-06877/home/53651370,41.2908729,-73.5192648
Single Family Residential,46 W Branchville Rd,Ridgefield,CT,6877,479000,3,1.5,1238,21344,1900,0,http://www.redfin.com/CT/Ridgefield/46-W-Branchville-Rd-06877/home/53650778,41.2676492,-73.4400047
Condo/Co-op,68 Morris St #201,Hartford,CT,6114,60000,2,1,666,0,1900,250,http://www.redfin.com/CT/Hartford/68-Morris-St-06114/unit-201/home/54152224,41.7514839,-72.6772125
Single Family Residential,40 New St,Ridgefield,CT,6877,690000,3,1.5,2332,17859,1930,0,http://www.redfin.com/CT/Ridgefield/40-New-St-06877/home/53647486,41.2874484,-73.5019148
Condo/Co-op,93 Marion St #1,Hartford,CT,6106,79900,2,1,797,0,1956,372,http://www.redfin.com/CT/Hartford/93-Marion-St-06106/unit-1/home/54156980,41.7246302,-72.713821
Single Family Residential,37 Bailey Ave,Ridgefield,CT,6877,449000,2,1.5,1107,3920,1930,0,http://www.redfin.com/CT/Ridgefield/37-Bailey-Ave-06877/home/146472234,41.2828847,-73.4965761
Single Family Residential,112 E Village Rd,Shelton,CT,6484,324900,3,1.5,1092,68824,1965,0,http://www.redfin.com/CT/Shelton/112-E-Village-Rd-06484/home/107181383,41.3407995,-73.1478452
Single Family Residential,46 Fairlane Dr,Shelton,CT,6484,348000,3,1.5,2606,34412,1960,0,http://www.redfin.com/CT/Shelton/46-Fairlane-Dr-06484/home/107180543,41.3235188,-73.1761474
Condo/Co-op,19 Harrison Pl Unit A,Hartford,CT,6112,49900,2,1,1020,0,1910,168,http://www.redfin.com/CT/Hartford/19-Harrison-Pl-06112/unit-A/home/54152973,41.7797544,-72.6981397
Single Family Residential,242 Grove St,Shelton,CT,6484,299900,3,1.5,1152,31798,1965,0,http://www.redfin.com/CT/Shelton/242-Grove-St-06484/home/107192965,41.3017076,-73.0805327
Condo/Co-op,232 Putnam St Unit A,Hartford,CT,6106,76900,2,1.5,1075,0,1880,209,http://www.redfin.com/CT/Hartford/232-Putnam-St-06106/unit-A/home/54151815,41.7627049,-72.6902388
Condo/Co-op,100 Wells St Unit R519,Hartford,CT,6103,129000,2,1.5,1104,0,1978,658,http://www.redfin.com/CT/Hartford/100-Wells-St-06103/unit-R519/home/54152167,41.76318,-72.6758018
Condo/Co-op,213 Franklin Ave #2,Hartford,CT,6114,99900,2,2,1251,0,1988,341,http://www.redfin.com/CT/Hartford/213-217-Franklin-Ave-06114/unit-2/home/109905848,41.7448669,-72.6771115
Condo/Co-op,22 Charter Oak Pl Unit RU2,Hartford,CT,6106,285000,3,2,1650,0,1880,266,http://www.redfin.com/CT/Hartford/22-Charter-Oak-Pl-06106/unit-RU2/home/144525001,41.7577172,-72.6732144
Condo/Co-op,1 Linden Pl #407,Hartford,CT,6106,240000,2,2,1590,0,1895,749,http://www.redfin.com/CT/Hartford/1-Linden-Pl-06106/unit-407/home/54159717,41.7612737,-72.6747208
Condo/Co-op,1 Linden Pl #307,Hartford,CT,6106,217000,2,2,1594,0,1895,725,http://www.redfin.com/CT/Hartford/1-Linden-Pl-06106/unit-307/home/54152688,41.7612737,-72.6747208
Condo/Co-op,30 Woodland St Unit 7H,Hartford,CT,6105,129900,2,2,1235,0,1965,923,http://www.redfin.com/CT/Hartford/30-Woodland-St-06105/unit-7H/home/54150105,41.7691952,-72.7009609
Condo/Co-op,31 Woodland St Unit 11R,Hartford,CT,6105,144900,2,2,1161,0,1963,825,http://www.redfin.com/CT/Hartford/31-Woodland-St-06105/unit-11R/home/54159259,41.7696997,-72.702567
Single Family Residential,68 Long Hill Dr,Stamford,CT,6902,529500,3,1.5,1820,19166,1950,0,http://www.redfin.com/CT/Stamford/68-Long-Hill-Dr-06902/home/107106805,41.084153,-73.5590677
Condo/Co-op,30 Woodland St Unit 5H,Hartford,CT,6105,115000,2,2,1235,0,1965,923,http://www.redfin.com/CT/Hartford/30-Woodland-St-06105/unit-5H/home/52252560,41.7691952,-72.7009609
Condo/Co-op,39 Wethersfield Ave Unit A,Hartford,CT,6114,55900,2,2,1435,0,1860,493,http://www.redfin.com/CT/Hartford/39-Wethersfield-Ave-06114/unit-A/home/54151516,41.754629,-72.6750443
Single Family Residential,52 Shadow Ridge Rd,Stamford,CT,6905,475000,3,1.5,1680,10018,1963,0,http://www.redfin.com/CT/Stamford/52-Shadow-Ridge-Rd-06905/home/107091049,41.1016033,-73.5510618
Single Family Residential,211 Little Hill Dr,Stamford,CT,6905,529000,3,1.5,1740,10890,1958,0,http://www.redfin.com/CT/Stamford/211-Little-Hill-Dr-06905/home/107113223,41.0973073,-73.5433963
Single Family Residential,1303 High Ridge Rd,Stamford,CT,6903,459000,3,1.5,1496,20908,1760,0,http://www.redfin.com/CT/Stamford/1303-High-Ridge-Rd-06903/home/107102380,41.1157285,-73.5451939
Condo/Co-op,1 Gold St Unit 14ABC,Hartford,CT,6103,469000,3,2,2245,0,1969,1715,http://www.redfin.com/CT/Hartford/1-Gold-St-06103/unit-14ABC/home/169266042,41.7639507,-72.6751462
Condo/Co-op,1 Gold St Unit 17D&E,Hartford,CT,6103,429000,2,2,1927,0,1969,1469,http://www.redfin.com/CT/Hartford/1-Gold-St-06103/unit-17D-E/home/171553784,41.7639507,-72.6751462
Condo/Co-op,37 Alden St Unit L,Hartford,CT,6114,149900,3,2.5,1532,0,2005,275,http://www.redfin.com/CT/Hartford/37-Alden-St-06114/unit-L/home/54142890,41.7509283,-72.6754912
Condo/Co-op,73 Imlay St #73,Hartford,CT,6105,139900,2,2.5,1381,0,1900,321,http://www.redfin.com/CT/Hartford/73-Imlay-St-06105/unit-73/home/172535039,41.7668921,-72.695614
Condo/Co-op,57 Goodwin Cir #57,Hartford,CT,6105,335000,3,2.5,2813,0,2004,598,http://www.redfin.com/CT/Hartford/57-Goodwin-Cir-06105/unit-57/home/146182765,41.7778189,-72.7048916
Condo/Co-op,2 Goodwin Cir #2,Hartford,CT,6105,432500,3,2.5,2244,0,2005,748,http://www.redfin.com/CT/Hartford/2-Goodwin-Cir-06105/unit-2/home/145130579,41.7771827,-72.7041976
Condo/Co-op,41 Zion St #8,Hartford,CT,6106,99000,2,2.5,1455,0,1989,271,http://www.redfin.com/CT/Hartford/41-Zion-St-06106/unit-8/home/54145432,41.7422979,-72.6943437
Condo/Co-op,1 Gold St Unit 25H&J,Hartford,CT,6103,425000,2,3,2266,0,1969,2527,http://www.redfin.com/CT/Hartford/1-Gold-St-06103/unit-25H-J/home/144531328,41.7639507,-72.6751462
Single Family Residential,491 Hunting Ridge Rd,Stamford,CT,6903,499000,2,1.5,1392,51836,1850,0,http://www.redfin.com/CT/Stamford/491-Hunting-Ridge-Rd-06903/home/107086445,41.1416262,-73.5825318
Condo/Co-op,12 Thompson Rd Unit C,Manchester,CT,6040,69000,1,1,734,0,1969,275,http://www.redfin.com/CT/Manchester/12-Thompson-Rd-06040/unit-C/home/53865515,41.773481,-72.544951
Condo/Co-op,9 Thompson Rd Unit C,Manchester,CT,6040,69000,1,1,734,0,1969,275,http://www.redfin.com/CT/Manchester/9-Thompson-Rd-06040/unit-C/home/53865507,41.773455,-72.545505
Single Family Residential,14 Vernon Pl,Stamford,CT,6902,650000,3,1.5,1467,3920,1900,0,http://www.redfin.com/CT/Stamford/14-Vernon-Pl-06902/home/107085529,41.0574088,-73.5439297
Single Family Residential,101 Woodmere Rd,Stamford,CT,6905,610000,4,1.5,1878,6534,1936,0,http://www.redfin.com/CT/Stamford/101-Woodmere-Rd-06905/home/107107597,41.0661384,-73.551982
Condo/Co-op,9 Thompson Rd Unit B,Manchester,CT,6040,69000,1,1,734,0,1969,275,http://www.redfin.com/CT/Manchester/9-Thompson-Rd-06040/unit-B/home/53865500,41.773419,-72.545501
Single Family Residential,45 Leeds St,Stamford,CT,6902,325000,3,1.5,1429,3049,1949,0,http://www.redfin.com/CT/Stamford/45-Leeds-St-06902/home/107100770,41.0509768,-73.5207489
Condo/Co-op,1206 Middle Tpke W Unit C1,Manchester,CT,6040,85900,2,1,840,0,1969,323,http://www.redfin.com/CT/Manchester/1206-Middle-Tpke-W-06040/unit-C1/home/53863763,41.7809302,-72.5764809
Single Family Residential,42 Lanell Dr,Stamford,CT,6902,629900,3,1.5,2158,7405,1972,0,http://www.redfin.com/CT/Stamford/42-Lanell-Dr-06902/home/107111738,41.0359965,-73.5254773
Condo/Co-op,82 Pine St Unit E,Manchester,CT,6040,109900,2,1.5,896,0,1981,257,http://www.redfin.com/CT/Manchester/82-Pine-St-06040/unit-E/home/53872630,41.770735,-72.531148
Condo/Co-op,126 Highland St Unit A,Manchester,CT,6040,174900,2,1.5,2224,0,1972,388,http://www.redfin.com/CT/Manchester/126-Highland-St-06040/unit-A/home/53862117,41.764226,-72.499356
Condo/Co-op,32 Thompson Rd Unit G,Manchester,CT,6040,81000,2,1.5,952,0,1969,304,http://www.redfin.com/CT/Manchester/32-Thompson-Rd-06040/unit-G/home/53865560,41.772061,-72.545358
Condo/Co-op,468 Woodbridge St #24,Manchester,CT,6042,95000,2,1.5,1088,0,1965,320,http://www.redfin.com/CT/Manchester/468-Woodbridge-St-06042/unit-24/home/53868998,41.7900388,-72.5059632
Condo/Co-op,162 Deer Run Trl,Manchester,CT,6042,150000,3,1.5,1488,0,1984,52,http://www.redfin.com/CT/Manchester/162-Deer-Run-Trl-06042/home/53861293,41.804482,-72.4754872
Single Family Residential,11 London Ter,Stratford,CT,6614,345000,3,1.5,1667,7405,1951,0,http://www.redfin.com/CT/Stratford/11-London-Ter-06614/home/107214553,41.2046185,-73.1424056
Single Family Residential,164 Barnum Ter,Stratford,CT,6614,304900,3,1.5,1708,6534,1916,0,http://www.redfin.com/CT/Stratford/164-Barnum-Ter-06614/home/107224097,41.1958,-73.1459956
Single Family Residential,695 Wilcoxson Ave,Stratford,CT,6614,294900,3,1.5,1661,4791,1918,0,http://www.redfin.com/CT/Stratford/695-Wilcoxson-Ave-06614/home/107215900,41.2077895,-73.1244379
Single Family Residential,200 Sultan St,Stratford,CT,6614,339900,3,1.5,1358,11325,1951,0,http://www.redfin.com/CT/Stratford/200-Sultan-St-06614/home/107221969,41.2201108,-73.1400545
Single Family Residential,240 Prospect Dr,Stratford,CT,6615,450000,2,1.5,1428,11761,1930,0,http://www.redfin.com/CT/Stratford/240-Prospect-Dr-06615/home/107213825,41.155401,-73.1219776
Condo/Co-op,124 Highland St Unit A,Manchester,CT,6040,149999,2,1.5,1480,0,1972,399,http://www.redfin.com/CT/Manchester/124-Highland-St-06040/unit-A/home/53868668,41.7647023,-72.4985725
Single Family Residential,1434 W Broad St,Stratford,CT,6615,395000,4,1.5,1864,17859,1929,0,http://www.redfin.com/CT/Stratford/1434-W-Broad-St-06615/home/107212665,41.1923049,-73.1375306
Single Family Residential,93 Chanbrook Rd,Stratford,CT,6614,350000,3,1.5,1613,13068,1962,0,http://www.redfin.com/CT/Stratford/93-Chanbrook-Rd-06614/home/107212503,41.2315889,-73.132863
Single Family Residential,1331 Success Ave,Stratford,CT,6614,264900,3,1.5,1944,5662,1982,0,http://www.redfin.com/CT/Stratford/1331-Success-Ave-06614/home/107209001,41.2095965,-73.1518441
Condo/Co-op,454 Swanson Cres #454,Milford,CT,6461,199900,1,1,1007,0,1978,326,http://www.redfin.com/CT/Milford/454-Swanson-Cres-06461/unit-454/home/172683997,41.2444631,-73.035538
Single Family Residential,1016 Whippoorwill Ln,Stratford,CT,6614,379000,3,1.5,1636,10018,1952,0,http://www.redfin.com/CT/Stratford/1016-Whippoorwill-Ln-06614/home/107211027,41.224534,-73.1306847
Single Family Residential,63 Hickey St,Stratford,CT,6615,199000,3,1.5,1674,4356,1984,0,http://www.redfin.com/CT/Stratford/63-Hickey-St-06615/home/107222359,41.1808857,-73.1491262
Single Family Residential,22 Jackson Ave,Stratford,CT,6615,196500,3,1.5,1806,5227,1989,0,http://www.redfin.com/CT/Stratford/22-Jackson-Ave-06615/home/107221514,41.1863855,-73.1441034
Condo/Co-op,40 Chapel St #214,Milford,CT,6460,189900,1,1,887,0,1970,219,http://www.redfin.com/CT/Milford/40-Chapel-St-06460/unit-214/home/144514393,41.2264398,-72.9959724
Single Family Residential,180 Knowlton St,Stratford,CT,6615,224900,3,1.5,1824,3920,1983,0,http://www.redfin.com/CT/Stratford/180-Knowlton-St-06615/home/107211455,41.1887895,-73.1417105
Condo/Co-op,1120 New Haven Ave #128,Milford,CT,6460,129900,1,1,725,0,1969,255,http://www.redfin.com/CT/Milford/1120-New-Haven-Ave-06460/unit-128/home/53918896,41.2285967,-73.0083008
Single Family Residential,1 3rd Ave,Stratford,CT,6615,429000,3,1.5,1644,3920,2007,0,http://www.redfin.com/CT/Stratford/1-3rd-Ave-06615/home/107218922,41.1481767,-73.1318948
Single Family Residential,40 Cottage St,Trumbull,CT,6611,359000,3,1.5,2046,10018,1926,0,http://www.redfin.com/CT/Trumbull/40-Cottage-St-06611/home/107208182,41.2494176,-73.2222806
Single Family Residential,29 Gwendolyn Dr,Trumbull,CT,6611,419900,4,1.5,2192,14374,1949,0,http://www.redfin.com/CT/Trumbull/29-Gwendolyn-Dr-06611/home/107207264,41.2684556,-73.2224791
Single Family Residential,11 Valley View Rd,Trumbull,CT,6611,449000,3,1.5,2014,23522,1964,0,http://www.redfin.com/CT/Trumbull/11-Valley-View-Rd-06611/home/107197437,41.253302,-73.2074766
Single Family Residential,131 Beardsley Pkwy,Trumbull,CT,6611,399900,3,1.5,1929,27442,1916,0,http://www.redfin.com/CT/Trumbull/131-Beardsley-Pkwy-06611/home/107204602,41.2249689,-73.1740631
Single Family Residential,2160 Huntington Tpke,Trumbull,CT,6611,365900,3,1.5,1400,34412,1963,0,http://www.redfin.com/CT/Trumbull/2160-Huntington-Tpke-06611/home/107200271,41.25453,-73.1641632
Single Family Residential,2280 Reservoir Ave,Trumbull,CT,6611,289900,3,1.5,1444,21780,1950,0,http://www.redfin.com/CT/Trumbull/2280-Reservoir-Ave-06611/home/172610993,41.2315076,-73.1954867
Single Family Residential,138 Woolsley Ave,Trumbull,CT,6611,384990,3,1.5,1526,21344,1954,0,http://www.redfin.com/CT/Trumbull/138-Woolsley-Ave-06611/home/107207334,41.2355466,-73.207119
Single Family Residential,40 Shawnee Rd,Trumbull,CT,6611,409000,3,1.5,1596,43995,1955,0,http://www.redfin.com/CT/Trumbull/40-Shawnee-Rd-06611/home/107203869,41.2403973,-73.1796042
Single Family Residential,191 White Plains Rd,Trumbull,CT,6611,399900,3,1.5,1826,16552,1928,0,http://www.redfin.com/CT/Trumbull/191-White-Plains-Rd-06611/home/107201729,41.2286752,-73.1778266
Single Family Residential,12 Jones Dr,Waterbury,CT,6706,85000,3,1.5,1188,9147,1955,0,http://www.redfin.com/CT/Waterbury/12-Jones-Dr-06706/home/53681715,41.5234817,-73.029897
Single Family Residential,73 Francis St,Waterbury,CT,6708,179900,3,1.5,1760,10018,1898,0,http://www.redfin.com/CT/Waterbury/73-Francis-St-06708/home/53677662,41.5394907,-73.0512671
Condo/Co-op,107 Meadow St #107,Milford,CT,6461,184900,1,1,920,0,1985,198,http://www.redfin.com/CT/Milford/107-Meadow-St-06461/unit-107/home/172424214,41.2323347,-73.0628807
Condo/Co-op,91 Stowe Ave #101,Milford,CT,6460,135000,1,1,700,0,1985,297,http://www.redfin.com/CT/Milford/91-Stowe-Ave-06460/unit-101/home/53909223,41.1934466,-73.08528
Single Family Residential,15 Oakville Ave,Waterbury,CT,6708,190000,3,1.5,1284,10018,1966,0,http://www.redfin.com/CT/Waterbury/15-Oakville-Ave-06708/home/53666635,41.573198,-73.0741231
Single Family Residential,190 Pearl Lake Rd,Waterbury,CT,6706,162900,3,1.5,1260,20473,1944,0,http://www.redfin.com/CT/Waterbury/190-Pearl-Lake-Rd-06706/home/53681146,41.5252309,-73.0358849
Single Family Residential,293 Lincoln St,Waterbury,CT,6710,185000,6,1.5,2022,4791,1930,0,http://www.redfin.com/CT/Waterbury/293-Lincoln-St-06710/home/53667724,41.5704359,-73.0508352
Single Family Residential,67 Mcquillan Dr,Milford,CT,6460,99900,2,1,928,0,1987,400,http://www.redfin.com/CT/Milford/67-McQuillan-Dr-06460/home/53907317,41.2422357,-73.0078506
Single Family Residential,321 Bridgeport Ave #9,Milford,CT,6460,47500,1,1,384,0,2015,400,http://www.redfin.com/CT/Milford/321-Bridgeport-Ave-06460/unit-9/home/53910569,41.2032873,-73.0978728
Single Family Residential,19 Ella Cir,Milford,CT,6460,93000,3,1,924,0,2005,400,http://www.redfin.com/CT/Milford/19-Ella-06460/home/53907260,41.243392,-73.008736
Single Family Residential,31 Fairbanks St,Waterbury,CT,6705,134900,4,1.5,1424,4791,1929,0,http://www.redfin.com/CT/Waterbury/31-Fairbanks-St-06705/home/53677933,41.5406397,-72.9981983
Single Family Residential,99 Chestnut Ave,Waterbury,CT,6710,189999,4,1.5,1864,3484,1900,0,http://www.redfin.com/CT/Waterbury/99-Chestnut-Ave-06710/home/53670776,41.562478,-73.0491288
Single Family Residential,50 Barrington Ln,Waterbury,CT,6708,189900,3,1.5,1288,10018,1973,0,http://www.redfin.com/CT/Waterbury/50-Barrington-Ln-06708/home/53681283,41.5264619,-73.06716
Condo/Co-op,360 Foxwood Ln #360,Milford,CT,6461,152900,1,1,813,0,1978,278,http://www.redfin.com/CT/Milford/360-Foxwood-Ln-06461/unit-360/home/171955423,41.2435389,-73.0331555
Condo/Co-op,95 Seemans Ln #29,Milford,CT,6460,199900,2,1.5,1152,0,1971,225,http://www.redfin.com/CT/Milford/95-Seemans-Ln-06460/unit-29/home/53913053,41.2108381,-73.0743816
Single Family Residential,227 New Haven Ave,Waterbury,CT,6708,190000,3,1.5,1194,7405,1966,0,http://www.redfin.com/CT/Waterbury/227-New-Haven-Ave-06708/home/53680342,41.5294079,-73.0530026
Condo/Co-op,85 Viscount Dr Unit 1B,Milford,CT,6460,279900,2,1.5,1050,0,1974,392,http://www.redfin.com/CT/Milford/85-Viscount-Dr-06460/unit-1B/home/53909817,41.1983632,-73.0800255
Single Family Residential,110 Sprucedale Dr,Waterbury,CT,6706,249900,3,1.5,1890,10018,1983,0,http://www.redfin.com/CT/Waterbury/110-Sprucedale-Dr-06706/home/53681601,41.524779,-73.0189199
Single Family Residential,76 Inman Ave,Waterbury,CT,6704,139500,3,1.5,990,6969,1905,0,http://www.redfin.com/CT/Waterbury/76-Inman-Ave-06704/home/53669732,41.5654823,-73.0364
Single Family Residential,99 Bonair Ave,Waterbury,CT,6710,187000,3,1.5,1484,7405,1938,0,http://www.redfin.com/CT/Waterbury/99-Bonair-Ave-06710/home/53664922,41.5815473,-73.0445077
Single Family Residential,20 Bonnie Ln,Waterbury,CT,6705,149900,3,1.5,1344,32234,1914,0,http://www.redfin.com/CT/Waterbury/20-Bonnie-Ln-06705/home/53672137,41.5589682,-73.0026839
Single Family Residential,36 Moorland Ave,Waterbury,CT,6708,184900,3,1.5,1616,4791,1919,0,http://www.redfin.com/CT/Waterbury/36-Moorland-Ave-06708/home/53668613,41.5676532,-73.0672984
Single Family Residential,20 Calumet St,Waterbury,CT,6710,149000,4,1.5,2020,6098,1914,0,http://www.redfin.com/CT/Waterbury/20-Calumet-St-06710/home/53666914,41.574243,-73.0474225
Single Family Residential,33 Denver Pl,Waterbury,CT,6708,119900,3,1.5,834,11761,1940,0,http://www.redfin.com/CT/Waterbury/33-Denver-Pl-06708/home/53664197,41.5873228,-73.0736735
Condo/Co-op,22 Seabreeze Ave Unit C,Milford,CT,6460,299900,2,1.5,1490,0,1989,350,http://www.redfin.com/CT/Milford/22-Seabreeze-Ave-06460/unit-C/home/53917151,41.2218122,-73.0058218
Condo/Co-op,185 Melba St #302,Milford,CT,6460,215000,2,2,1267,0,1970,346,http://www.redfin.com/CT/Milford/185-Melba-St-06460/unit-302/home/53912029,41.2089663,-73.021193
Single Family Residential,67 Byrneside Ave,Waterbury,CT,6704,194900,2,1.5,1490,13068,1951,0,http://www.redfin.com/CT/Waterbury/67-Byrneside-Ave-06704/home/53668417,41.5683948,-73.0358466
Single Family Residential,212 Charlotte St,Waterbury,CT,6704,149900,3,1.5,1972,9583,1986,0,http://www.redfin.com/CT/Waterbury/212-Charlotte-St-06704/home/53666345,41.574506,-73.0349242
Condo/Co-op,712 Popes Island Rd #712,Milford,CT,6461,309888,2,2,1645,0,1993,442,http://www.redfin.com/CT/Milford/712-Popes-Island-Rd-06461/unit-712/home/144536087,41.2204829,-73.104135
Single Family Residential,49 Southridge Dr,Waterbury,CT,6708,184900,2,1.5,1802,37897,1948,0,http://www.redfin.com/CT/Waterbury/49-Southridge-Dr-06708/home/53676403,41.5418818,-73.0697424
Single Family Residential,4 Carmel St,Waterbury,CT,6704,124900,3,1.5,1186,4356,1899,0,http://www.redfin.com/CT/Waterbury/4-Carmel-St-06704/home/53666807,41.5739864,-73.0251926
Single Family Residential,71 Clinton St,Waterbury,CT,6710,145000,3,1.5,1710,6098,1923,0,http://www.redfin.com/CT/Waterbury/71-Clinton-St-06710/home/53665809,41.5751427,-73.0435946
Condo/Co-op,273 New Haven Ave #6,Milford,CT,6460,315000,2,2,1340,0,2002,190,http://www.redfin.com/CT/Milford/273-New-Haven-Ave-06460/unit-6/home/53927792,41.2227026,-73.0449528
Single Family Residential,100 Chestnut Ave,Waterbury,CT,6710,97000,4,1.5,1824,4791,1897,0,http://www.redfin.com/CT/Waterbury/100-Chestnut-Ave-06710/home/53670784,41.5625979,-73.0486676
Single Family Residential,19 Avalon Cir,Waterbury,CT,6710,289000,4,1.5,1855,9147,1936,0,http://www.redfin.com/CT/Waterbury/19-Avalon-Cir-06710/home/53682768,41.5786458,-73.0401818
Single Family Residential,31 Ella Cir,Milford,CT,6460,67000,2,2,838,0,1976,400,http://www.redfin.com/CT/Milford/31-Ella-06460/home/53907411,41.243811,-73.007933
Single Family Residential,37 Johnson St,Waterbury,CT,6710,109000,6,1.5,2002,3484,1890,0,http://www.redfin.com/CT/Waterbury/37-Johnson-St-06710/home/53671069,41.5598333,-73.0483218
Single Family Residential,30 Edwin Ave Unit CT,Waterbury,CT,6708,159900,3,1.5,1444,4791,1925,0,http://www.redfin.com/CT/Waterbury/30-Edwin-Ave-06708/unit-CT/home/170666579,41.5682748,-73.0593667
Single Family Residential,39 Berkshire Dr,Waterbury,CT,6704,139000,3,1.5,1092,6969,1959,0,http://www.redfin.com/CT/Waterbury/39-Berkshire-Dr-06704/home/53663805,41.5883394,-73.0613957
Condo/Co-op,712 Popes Island Rd,Milford,CT,6461,309888,2,2,1645,0,1993,0,http://www.redfin.com/CT/Milford/712-Popes-Island-Rd-06461/home/53914720,41.2204829,-73.104135
Single Family Residential,61 Saint Augustine St,West Hartford,CT,6110,321800,3,1.5,2772,8276,1971,0,http://www.redfin.com/CT/West-Hartford/61-St-Augustine-St-06110/home/53976101,41.7480997,-72.7244709
Single Family Residential,7 Skonet Rd,West Hartford,CT,6117,244900,3,1.5,1426,10890,1953,0,http://www.redfin.com/CT/West-Hartford/7-Skonet-Rd-06117/home/53971105,41.7900833,-72.7396636
Single Family Residential,255 Whiting Ln,West Hartford,CT,6119,440000,5,1.5,1916,9147,1900,0,http://www.redfin.com/CT/West-Hartford/255-Whiting-Ln-06119/home/53977155,41.7563128,-72.7237409
Single Family Residential,72 Saint Charles St,West Hartford,CT,6119,249900,2,1.5,1274,7405,1928,0,http://www.redfin.com/CT/West-Hartford/72-St-Charles-St-06119/home/53976093,41.7506541,-72.7251175
Single Family Residential,22 Sandhurst Dr,West Hartford,CT,6107,359900,3,1.5,1609,8712,1954,0,http://www.redfin.com/CT/West-Hartford/22-Sandhurst-Dr-06107/home/53978039,41.7385463,-72.7573372
Single Family Residential,11 Newport Ave,West Hartford,CT,6107,479900,4,1.5,2264,9583,1928,0,http://www.redfin.com/CT/West-Hartford/11-Newport-Ave-06107/home/53969142,41.7585449,-72.7503649
Condo/Co-op,11 Beach Shore Dr #11,Milford,CT,6460,439000,3,2.5,1652,0,2013,376,http://www.redfin.com/CT/Milford/Shweky-Beach-Way-06460/unit-11/home/144531110,41.193939,-73.083503
Single Family Residential,1322 Boulevard,West Hartford,CT,6119,305800,3,1.5,1939,9147,1938,0,http://www.redfin.com/CT/West-Hartford/1322-Boulevard-06119/home/53962986,41.7588828,-72.7287656
Single Family Residential,40 Hartwell Rd,West Hartford,CT,6117,299900,3,1.5,1440,13939,1961,0,http://www.redfin.com/CT/West-Hartford/40-Hartwell-Rd-06117/home/53979953,41.7938879,-72.7577181
Single Family Residential,368 Fern St,West Hartford,CT,6119,439900,4,1.5,2532,11325,1925,0,http://www.redfin.com/CT/West-Hartford/368-Fern-St-06119/home/53965552,41.7697553,-72.7346303
Single Family Residential,61 Mozart St,West Hartford,CT,6110,219900,3,1.5,1320,5662,1954,0,http://www.redfin.com/CT/West-Hartford/61-Mozart-St-06110/home/53968689,41.7473634,-72.7181789
Single Family Residential,126 Richmond Ln,West Hartford,CT,6117,307000,3,1.5,1470,13503,1956,0,http://www.redfin.com/CT/West-Hartford/126-Richmond-Ln-06117/home/53979193,41.7956979,-72.7582606
Condo/Co-op,61 Forest Rd Unit B,Milford,CT,6461,324500,2,2.5,1440,0,1995,335,http://www.redfin.com/CT/Milford/61-Forest-Rd-06461/unit-B/home/53919736,41.2337024,-73.0468817
Single Family Residential,12 Huckleberry Ln,West Hartford,CT,6110,244900,3,1.5,1133,14810,1956,0,http://www.redfin.com/CT/West-Hartford/12-Huckleberry-Ln-06110/home/53967207,41.7211802,-72.750007
Single Family Residential,26 Arlen Way,West Hartford,CT,6117,339900,3,1.5,1914,17859,1968,0,http://www.redfin.com/CT/West-Hartford/26-Arlen-Way-06117/home/53961924,41.7977211,-72.7715698
Single Family Residential,64 Nesbit Ave,West Hartford,CT,6119,269900,3,1.5,1797,5227,1927,0,http://www.redfin.com/CT/West-Hartford/64-Nesbit-Ave-06119/home/53968706,41.7551533,-72.7244825
Single Family Residential,106 Woodmere Rd,West Hartford,CT,6119,268000,4,1.5,1600,12196,1936,0,http://www.redfin.com/CT/West-Hartford/106-Woodmere-Rd-06119/home/53973436,41.750067,-72.73403
Condo/Co-op,24 Seabreeze Ave Unit B,Milford,CT,6460,349900,3,2.5,1665,0,1989,350,http://www.redfin.com/CT/Milford/24-Seabreeze-Ave-06460/unit-B/home/53917140,41.2218798,-73.0058279
Single Family Residential,85 Arlington St,West Haven,CT,6516,194500,2,1.5,1044,3049,1920,0,http://www.redfin.com/CT/West-Haven/85-Arlington-St-06516/home/54077993,41.249426,-72.9665827
Single Family Residential,18 Bayview Pl,West Haven,CT,6516,210000,3,1.5,1192,4791,1920,0,http://www.redfin.com/CT/West-Haven/18-Bayview-Pl-06516/home/54091396,41.2755306,-72.9376825
Single Family Residential,368 Jones Hill Rd,West Haven,CT,6516,349900,3,1.5,1507,35283,1910,0,http://www.redfin.com/CT/West-Haven/368-Jones-Hill-Rd-06516/home/54077585,41.2471082,-72.9792042
