SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,3867 Terrazzo Ave,Las Vegas,NV,89115,155000,2,2.5,Springterrace 2nd Amd,1178,871,1986,1,132,150,Active,,,http://www.redfin.com/NV/Las-Vegas/3867-Terrazzo-Ave-89115/home/29363001,GLVAR,2219537,N,Y,36.212981,-115.090247
MLS Listing,,Single Family Residential,5518 Jacobs Field St,Las Vegas,NV,89148,299900,3,2.5,Fort Apache Hacienda South,1824,3485,2001,1,164,,Active,,,http://www.redfin.com/NV/Las-Vegas/5518-Jacobs-Field-St-89148/home/29869413,GLVAR,2219536,N,Y,36.0886263,-115.2983204
MLS Listing,,Single Family Residential,2363 Rock Slide Cir,Las Vegas,NV,89115,260000,3,2,Camel Carey,1597,4356,2010,1,163,40,Active,,,http://www.redfin.com/NV/Las-Vegas/2363-Rock-Slide-Cir-89115/home/35623830,GLVAR,2219443,N,Y,36.2024347,-115.0910498
MLS Listing,,Single Family Residential,5612 Pepperpike Ave,Las Vegas,NV,89130,270000,4,2,Eagle Creek Estate South,1585,4356,1999,1,170,60,Active,,,http://www.redfin.com/NV/Las-Vegas/5612-Pepperpike-Ave-89130/home/29093173,GLVAR,2217983,N,Y,36.2681161,-115.2198078
MLS Listing,,Single Family Residential,5962 Early Grace St,Las Vegas,NV,89148,389000,3,2.5,Russell Fort Apache,2480,5663,2002,1,157,75,Active,,,http://www.redfin.com/NV/Las-Vegas/5962-Early-Grace-St-89148/home/29912905,GLVAR,2219535,N,Y,36.0800998,-115.3008669
MLS Listing,,Condo/Co-op,1481 Living Desert Dr Unit A,Las Vegas,NV,89119,129950,3,2.25,Sundance Place,1097,,1973,1,118,265,Active,,,http://www.redfin.com/NV/Las-Vegas/1481-Living-Desert-Dr-89119/unit-A/home/29505624,GLVAR,2219534,N,Y,36.1064709,-115.1330993
MLS Listing,,Single Family Residential,6006 Aripeka St,Henderson,NV,89011,220000,2,2.5,Calusa,1193,2178,2007,1,184,130,Active,,,http://www.redfin.com/NV/Henderson/6006-Aripeka-St-89011/home/29063112,GLVAR,2219014,N,Y,36.079825,-115.0232054
MLS Listing,,Single Family Residential,,Las Vegas,NV,89119,379000,3,2.5,,2294,7841,1979,1,165,,Active,,,http://www.redfin.com/NV/Las-Vegas/Undisclosed-address-89119/home/29491113,GLVAR,2216734,N,Y,36.1174372,-115.1256872
MLS Listing,,Townhouse,10713 Mission Lakes Ave,Las Vegas,NV,89134,270000,2,1.75,Sun City Summerlin,1236,3049,1998,1,218,395,Active,,,http://www.redfin.com/NV/Las-Vegas/10713-Mission-Lakes-Ave-89134/home/29108877,GLVAR,2219524,N,Y,36.193429,-115.332294
MLS Listing,,Single Family Residential,9535 Havasu Canyon Ave,Las Vegas,NV,89166,279000,3,2.5,Grand Canyon Terrace,1718,2178,2006,1,162,35,Active,,,http://www.redfin.com/NV/Las-Vegas/9535-Havasu-Canyon-Ave-89166/home/29020788,GLVAR,2217955,N,Y,36.3121171,-115.3051728
MLS Listing,,Single Family Residential,3200 Ridgecliff St,Las Vegas,NV,89129,385000,3,2,Cheyenne Hualapai,1630,9148,1999,1,236,48,Active,,,http://www.redfin.com/NV/Las-Vegas/3200-Ridgecliff-St-89129/home/29104479,GLVAR,2219514,N,Y,36.218686,-115.3206365
MLS Listing,,Condo/Co-op,778 Oakmont Ave #312,Las Vegas,NV,89109,129900,1,1,Village Green Condo,708,,1972,1,183,344,Active,,,http://www.redfin.com/NV/Las-Vegas/778-Oakmont-Ave-89109/unit-312/home/29063383,GLVAR,2219526,N,Y,36.1392786,-115.1465385
MLS Listing,,Single Family Residential,4741 Blue Moon Ln,Las Vegas,NV,89147,400000,5,3,Rancho Las Brisas R-2,2533,6098,1997,1,158,18,Active,,,http://www.redfin.com/NV/Las-Vegas/4741-Blue-Moon-Ln-89147/home/29564561,GLVAR,2219062,N,Y,36.1027838,-115.2648895
MLS Listing,,Single Family Residential,10534 Borborema St,Las Vegas,NV,89179,400000,3,3.5,Tacinga Ridge Iii,2318,3920,2016,1,173,63,Active,,,http://www.redfin.com/NV/Las-Vegas/10534-Borborema-St-89179/home/113140460,GLVAR,2219472,N,Y,35.9975423,-115.2607683
MLS Listing,,Condo/Co-op,4381 Flamingo Rd #2805,Las Vegas,NV,89103,238888,0,1,Palms Place A Resort Condo & Spa At The Palms Lv,615,,2006,1,388,552,Active,,,http://www.redfin.com/NV/Las-Vegas/4381-W-Flamingo-Rd-89103/unit-2805/home/29789702,GLVAR,2217025,N,Y,36.114414,-115.1990639
MLS Listing,,Townhouse,5902 Sunlight Garden Way,Las Vegas,NV,89118,265000,2,2.5,Villa Pacifica,1811,1742,1994,1,146,200,Active,,,http://www.redfin.com/NV/Las-Vegas/5902-Sunlight-Garden-Way-89118/home/29576693,GLVAR,2218967,N,Y,36.093381,-115.222289
MLS Listing,,Condo/Co-op,2451 Rainbow Blvd #1096,Las Vegas,NV,89108,155000,2,2,Mountain Creek,1237,13132,1988,1,125,254,Active,,,http://www.redfin.com/NV/Las-Vegas/2451-N-Rainbow-Blvd-89108/unit-1096/home/29062202,GLVAR,2219508,N,Y,36.2060131,-115.243622
MLS Listing,,Single Family Residential,1249 Plum Canyon St,Las Vegas,NV,89142,202888,3,1.5,Liberty At The Orchards,1278,1742,2003,1,159,49,Active,,,http://www.redfin.com/NV/Las-Vegas/1249-Plum-Canyon-St-89142/home/29933466,GLVAR,2219511,N,Y,36.1577901,-115.0420349
MLS Listing,,Single Family Residential,4811 Saputo Ave,Las Vegas,NV,89141,308000,3,2,Southern Highlands #1,1301,5227,2001,1,237,60,Active,,,http://www.redfin.com/NV/Las-Vegas/4811-Saputo-Ave-89141/home/29849595,GLVAR,2219509,N,Y,35.9898156,-115.2060296
MLS Listing,,Single Family Residential,9872 Masterpiece Dr,Las Vegas,NV,89148,520000,4,2.5,Russell Fort Apache,2513,9583,2002,1,207,80,Active,,,http://www.redfin.com/NV/Las-Vegas/9872-Masterpiece-Dr-89148/home/29912995,GLVAR,2219088,N,Y,36.0783722,-115.3083674
MLS Listing,,Single Family Residential,332 Broken Par Dr,Las Vegas,NV,89148,365000,4,3,Rhodes Ranch-Parcel 11-Phase 1,2251,3485,2004,1,162,155,Active,,,http://www.redfin.com/NV/Las-Vegas/332-Broken-Par-Dr-89148/home/29011390,GLVAR,2219494,N,Y,36.0420526,-115.2947552
MLS Listing,,Single Family Residential,9677 Sound View Ave,Las Vegas,NV,89147,399990,4,2.75,Meridian Park,2447,4356,2000,1,163,,Active,,,http://www.redfin.com/NV/Las-Vegas/9677-Sound-View-Ave-89147/home/29557583,GLVAR,2219497,N,Y,36.107801,-115.303548
MLS Listing,,Condo/Co-op,2451 Rainbow Blvd #1033,Las Vegas,NV,89108,108000,1,1,Mountain Creek,720,,1988,1,150,170,Active,,,http://www.redfin.com/NV/Las-Vegas/2451-N-Rainbow-Blvd-89108/unit-1033/home/29061581,GLVAR,2219489,N,Y,36.2041144,-115.2435455
MLS Listing,,Condo/Co-op,9103 Alta Dr #1007,Las Vegas,NV,89145,935000,2,2.5,One Queensridge Place Phase 1 Amd,2271,,2006,1,412,2452,Active,,,http://www.redfin.com/NV/Las-Vegas/9103-Alta-Dr-89145/unit-1007/home/29792339,GLVAR,2215644,N,Y,36.166369,-115.292157
