SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,5264 3rd St #204,San Francisco,CA,94124,695000,2,2.0,Bayview,790,,1993,4,880,432,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94124/home/2027857,San Francisco MLS,502893,N,Y,37.7298281,-122.3928164
MLS Listing,,Condo/Co-op,61 Woodward,San Francisco,CA,94103,695000,2,1.0,Inner Mission,,,1907,56,,340,Active,,,http://www.redfin.com/CA/San-Francisco/61-Woodward-St-94103/home/39997436,San Francisco MLS,499218,N,Y,37.7690052,-122.4206706
MLS Listing,,Condo/Co-op,601 Van Ness Ave #844,San Francisco,CA,94102,695000,1,1.0,Van Ness/Civic Center,751,,1982,26,925,909,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-844/home/1731649,San Francisco MLS,501281,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,2468 Bush Unit A,San Francisco,CA,94115,698000,1,1.0,Lower Pacific Height,,,1900,45,,188,Active,,,http://www.redfin.com/CA/San-Francisco/2468-Bush-St-94115/unit-A/home/102813866,San Francisco MLS,500166,N,Y,37.786645,-122.4378985
MLS Listing,,Condo/Co-op,461 2nd St Unit 125C,San Francisco,CA,94107,698000,1,1.0,South Beach,573,,1907,18,1218,600,Active,,,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C125/home/925878,San Francisco MLS,501668,N,Y,37.7834473,-122.3936481
MLS Listing,,Condo/Co-op,401 Crescent Ct #4407,San Francisco,CA,94134,699000,2,2.0,Candlestick Point,935,,2007,12,748,525,Active,,,http://www.redfin.com/CA/San-Francisco/401-Crescent-Ct-94134/unit-4407/home/12277976,San Francisco MLS,502267,N,Y,37.7111771,-122.3880873
MLS Listing,,Condo/Co-op,2120 24th St #1,San Francisco,CA,94107,699000,1,1.0,Potrero Hill,,,1977,25,,414,Active,,,http://www.redfin.com/CA/San-Francisco/2120-24th-St-94107/unit-1/home/737542,San Francisco MLS,501051,N,Y,37.7535442,-122.4009325
MLS Listing,,Single Family Residential,3 Porter St,San Francisco,CA,94110,699000,2,2.0,Bernal Heights,875,467,1916,6,799,,Active,,,http://www.redfin.com/CA/San-Francisco/3-Porter-St-94110/home/1879677,San Francisco MLS,502664,N,Y,37.7347011,-122.4180457
MLS Listing,,Condo/Co-op,11 Franklin St #504,San Francisco,CA,94102,699000,0,1.0,Hayes Valley,479,,2016,3,1459,531,Active,,,http://www.redfin.com/CA/San-Francisco/11-Franklin-St-94102/unit-504/home/144064047,San Francisco MLS,502413,N,Y,37.7744289,-122.4211101
MLS Listing,,Single Family Residential,264 Athens St,San Francisco,CA,94112,699000,1,1.0,Excelsior,750,2495,1909,4,932,,Active,,,http://www.redfin.com/CA/San-Francisco/264-Athens-St-94112/home/897662,San Francisco MLS,502820,N,Y,37.7239009,-122.4271158
MLS Listing,,Condo/Co-op,1177 California St #622,San Francisco,CA,94108,699000,0,1.0,Nob Hill,535,,1978,3,1307,1019,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-622/home/998555,San Francisco MLS,502933,N,Y,37.7910262,-122.4136476
MLS Listing,,Condo/Co-op,1650 Jackson St #607,San Francisco,CA,94109,699000,0,1.0,Nob Hill,632,,1991,4,1106,752,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Jackson-St-94109/unit-607/home/1958799,San Francisco MLS,502609,N,Y,37.7943068,-122.422273
MLS Listing,,Condo/Co-op,1650 Jackson St #303,San Francisco,CA,94109,699000,1,1.0,Nob Hill,632,,1991,54,1106,752,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Jackson-St-94109/unit-303/home/1227157,San Francisco MLS,499630,N,Y,37.7943068,-122.422273
MLS Listing,,Single Family Residential,737 Lisbon St,San Francisco,CA,94112,699000,2,2.0,Excelsior,,2495,1922,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/737-Lisbon-St-94112/home/792180,San Francisco MLS,502871,N,Y,37.7168059,-122.4372863
MLS Listing,,Condo/Co-op,3617 Irving St,San Francisco,CA,94122,699000,2,1.0,Outer Sunset,979,,1945,5,714,,Active,,,http://www.redfin.com/CA/San-Francisco/3617-Irving-St-94122/home/172630930,San Francisco MLS,502351,N,Y,37.7625968,-122.4968066
MLS Listing,,Single Family Residential,450 Bright St,San Francisco,CA,94132,699000,1,1.0,Merced Heights,720,2522,1900,25,971,,Active,,,http://www.redfin.com/CA/San-Francisco/450-Bright-St-94132/home/1769492,San Francisco MLS,500608,N,Y,37.7188604,-122.4633652
MLS Listing,,Single Family Residential,454 Bright St,San Francisco,CA,94132,699000,1,1.0,Merced Heights,500,2474,1910,25,1398,,Active,,,http://www.redfin.com/CA/San-Francisco/454-Bright-St-94132/home/2037882,San Francisco MLS,500609,N,Y,37.7189199,-122.4632325
MLS Listing,,Condo/Co-op,555 4th St #530,San Francisco,CA,94107,699000,1,1.0,South Beach,580,,2006,4,1205,588,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-530/home/12402460,San Francisco MLS,502726,N,Y,37.7794218,-122.3967124
MLS Listing,,Condo/Co-op,555 Fulton St #305,San Francisco,CA,94102,699000,1,1.0,Hayes Valley,504,,,19,1387,610,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-305/home/87703253,San Francisco MLS,501782,N,Y,37.7781581,-122.4261091
MLS Listing,,Condo/Co-op,51 Innes Ct #207,San Francisco,CA,94124,699777,1,1.0,San Francisco,720,,2017,116,972,504,Active,,,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-207/home/160765879,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40901285,N,Y,37.7272117,-122.367848
